"id","diver1_videoer","diver2","date","site","latitude","longitude","stratum","site_selection","visibility_ft","time","tidal_ht_ft","transect","transect_id","distance_m","swath_m","heading","depth_start_ft","depth_end_ft","depth_ft","depth_m","kelp_video","benthic_video","comment1","comment2","transect_id_pasted","swath_area_kelp","macro_individuals","macro_stipes","macro_recruits (<1m)","nereocystis_lue","swath_area_star","swath_area_patiria","patiria_min","dermasterias_imb","henricia_spp","mediaster_aeq","pycnopodia_hel","pisaster_gig","pisaster_spp","pisaster_bre","orthasterias_koe","leptasterias_hex","notes","KelpStatus","Region"
112,"DiCicco","Winn","2025-07-15","love66",36.626954,-121.91301,"love","random",12,"0.4625",2,"1.0","love66_2025-07-15_t1",30,"2.0",135,39,"42.0",38.5,11.73422737,"love66_2025-07-15_t1_k","love66_2025-07-15_t1_b","Did relief",NA,"love66_2025-07-14_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lovers Point"
113,"Rogers","Toussaint","2025-07-21","cabr79",36.622972,-121.905417,"cabr","random",20,"0.4270833333333333",3.9,"1.0","cabr79_2025-07-21_t1",30,"NA",130,36,"27.0",27.6,8.412069491,"cabr79_2025-07-21_t1_k","cabr79_2025-07-21_t1_b","Did relief",NA,"cabr79_2025-07-21_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
114,"Toussaint","Rogers","2025-07-21","davi88",36.619557,-121.898733,"davi","random",15,"0.48333333333333334",3.5,"1.0","davi88_2025-07-21_t1",30,"NA",180,30,"34.0",28.5,8.686376105,"davi88_2025-07-21_t1_k","davi88_2025-07-21_t1_b","Did relief","Anchored in 50ft, swam towards shore for video transect in 30-40ft","davi88_2025-07-21_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","David Avenue"
115,"Winn","DiCicco","2025-07-21","cabr80",36.622923,-121.903986,"cabr","random",25,"0.4270833333333333",3.9,"1.0","cabr80_2025-07-21_t1",30,"NA",230,29,"29.0",25.1,7.650106675,"cabr80_2025-07-21_t1_k","cabr80_2025-07-21_t1_b","Did relief",NA,"cabr80_2025-07-21_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
116,"DiCicco","Winn","2025-07-21","davi91",36.61749,-121.89751,"davi","random",15,"0.4895833333333333",3.5,"1.0","davi91_2025-07-21_t1",30,"NA",320,36,"38.0",33.5,10.21030174,"davi91_2025-07-21_t1_k","davi91_2025-07-21_t1_b","Did relief",NA,"davi91_2025-07-21_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","David Avenue"
117,"Elahi","Bell","2025-07-24","shal1",36.60617,-121.87332,"shal","targeted",15,"0.40902777777777777",3,"1.0","shal1_2025-07-24_t1",30,"NA",50,31,"31.0",28,8.533983542,"shal1_2025-07-24_t1_k","shal1_2025-07-24_t1_b","Did relief; shale_beds_kelp_2025","targeted because we observed kelp near KFE shale beds site","shal1_2025-07-24_t1_b","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Shale Beds"
118,"Elahi","Toussaint","2025-07-24","char96",36.612277,-121.895214,"char","random",20,"0.4708333333333333",4,"1.0","char96_2025-07-24_t1",30,"NA",150,27,"34.0",26.5,8.076805852,"char96_2025-07-24_t1_k","char96_2025-07-24_t1_b","Did relief",NA,"char96_2025-07-24_t1_b","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Chart House"
119,"Meng","Kavanaugh","2025-07-15","hms110",36.621142,-121.901658,"cabr","targeted",15,"0.42986111111111114",1,"1.0","hms110_2025-07-15_t1",30,"2.0",330,33,"33.0",32,9.753124048,"hms110_2025-07-15_t1_k","hms110_2025-07-15_t1_b","Isabelle measured kelp",NA,"hms110_2025-07-15_t1","60.0",12,"323.0","2.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
120,"Meng","Kavanaugh","2025-07-15","hms140",36.621717,-121.901817,"cabr","targeted",15,"0.44583333333333336",1,"1.0","hms140_2025-07-15_t1",30,"2.0",330,33,"33.0",32,9.753124048,"hms140_2025-07-15_t1_k","hms140_2025-07-15_t1_b","Isabelle measured kelp",NA,"hms140_2025-07-15_t1","60.0",10,"301.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
121,"Meng","Kavanaugh","2025-07-15","hms170",36.621717,-121.901817,"cabr","targeted",15,"0.4576388888888889",1,"1.0","hms170_2025-07-15_t1",30,"2.0",330,33,"33.0",32,9.753124048,"hms170_2025-07-15_t1_k","hms170_2025-07-15_t1_b","Isabelle measured kelp",NA,"hms170_2025-07-15_t1","60.0",13,"318.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
122,"Meng","Kavanaugh","2025-07-15","hms260",36.622778,-121.902222,"cabr","targeted",10,"0.5506944444444445",3.5,"1.0","hms260_2025-07-15_t1",30,"2.0",330,35,"35.0",31.5,9.600731484,"hms260_2025-07-15_t1_k","hms260_2025-07-15_t1_b","Isabelle measured kelp",NA,"hms260_2025-07-15_t1","60.0",14,"71.0","7.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
123,"Meng","Kavanaugh","2025-07-15","hms260",36.622778,-121.902222,"cabr","targeted",10,"0.5583333333333333",3.5,"2.0","hms260_2025-07-15_t2",30,"2.0",150,33,"33.0",29.5,8.991161231,"hms260_2025-07-15_t2_k","hms260_2025-07-15_t2_b","Isabelle measured kelp",NA,"hms260_2025-07-15_t2","60.0",39,"116.0","92.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
124,"Meng","Kavanaugh","2025-07-15","hms230",36.621717,-121.901817,"cabr","targeted",10,"0.5854166666666667",3.5,"1.0","hms230_2025-07-15_t1",30,"2.0",150,33,"33.0",29.5,8.991161231,"hms230_2025-07-15_t1_k","hms230_2025-07-15_t1_b","Jayde and Isabelle measured kelp","In situ counts were different day from video; may have slight heading differences","hms230_2025-07-15_t1","60.0",45,"657.0","49.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
125,"Meng","Johnson","2025-07-24","hms110",36.621142,-121.901658,"cabr","targeted",25,"0.6013888888888889",3.5,"1.0","hms110_2025-07-24_t1",30,"2.0",150,28,"30.0",25.5,7.772020725,"hms110_2025-07-24_t1_k","hms110_2025-07-24_t1_b","Will measured kelp",NA,"hms110_2025-07-24_t1","60.0",11,"276.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
126,"Meng","Johnson","2025-07-24","hms80",36.620983,-121.901733,"cabr","targeted",20,"0.6138888888888889",3.5,"1.0","hms80_2025-07-24_t1",30,"2.0",150,28,"28.0",24.5,7.467235599,"hms80_2025-07-24_t1_k","hms80_2025-07-24_t1_b","Will measured kelp",NA,"hms80_2025-07-24_t1","60.0",21,"407.0","3.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
127,"Meng","Johnson","2025-07-24","hms50",36.62065,-121.9018,"cabr","targeted",20,"0.6277777777777778",3.5,"1.0","hms50_2025-07-24_t1",30,"2.0",180,27,"24.0",22,6.705272783,"hms50_2025-07-24_t1_k","hms50_2025-07-24_t1_b","Will measured kelp",NA,"hms50_2025-07-24_t1","60.0",22,"268.0","0.0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"Kelp Present","Cabrillo Point"
128,"Elahi","Winn","2025-08-11","love64",36.627925,-121.912795,"love","random",10,"0.4527777777777778",3.5,"1.0","love64_2025-08-11_t1",30,"NA",110,46,"50.0",44.5,13.56293813,"love64_2025-08-11_t1_k","love64_2025-08-11_t1_b","Jackson did relief",NA,"love64_2025-08-11_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lovers Point"
129,"Elahi","Winn","2025-08-11","mont70",36.625104,-121.911784,"mont","random",10,"0.4909722222222222",4.2,"1.0","mont70_2025-08-11_t1",30,"NA",310,35,"37.0",31.8,9.692167022,"mont70_2025-08-11_t1_k","mont70_2025-08-11_t1_b","Jackson did relief",NA,"mont70_2025-08-11_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Monterey Avenue"
130,"Elahi","McNabb","2025-08-19","pinosu",36.63687,-121.92362,"luca","targeted",20,"0.51875",3.3,"1.0","pinosu_2025-08-19_t1",30,"NA",310,33,"41.0",33.7,10.27125876,"pinosu_2025-08-19_t1_k","pinosu_2025-08-19_t1_b","Isabelle did relief",NA,"pinos_urchin_2025-08-19_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lucas Point"
131,"Elahi","McNabb","2025-08-19","pinosu",36.63687,-121.92362,"luca","targeted",20,"0.5326388888888889",3.2,"2.0","pinosu_2025-08-19_t2",30,"NA",310,33,"37.0",31.8,9.692167022,"pinosu_2025-08-19_t2_k","pinosu_2025-08-19_t2_b","Isabelle did relief",NA,"pinos_urchin_2025-08-19_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lucas Point"
132,"Elahi","McNabb","2025-08-19","pinosu",36.63687,-121.92362,"luca","targeted",20,"0.54375",3.1,"3.0","pinosu_2025-08-19_t3",30,"NA",310,22,"22.0",18.9,5.760438891,"pinosu_2025-08-19_t3_k","pinosu_2025-08-19_t3_b","Isabelle did relief",NA,"pinos_urchin_2025-08-19_t3","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lucas Point"
133,"Elahi","Malone","2025-08-22","ottrpt",36.63454,-121.92063,"ottr","targeted",20,"0.4375",4.3,"1.0","ottrpt_2025-08-22_t1",30,"NA",300,44,"42.0",38.7,11.7951844,"ottrpt_2025-08-22_t1_k","ottrpt_2025-08-22_t1_b","Zulie did relief",NA,"ottrpt_2025-08-22_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
134,"Elahi","Malone","2025-08-22","ottrpt",36.63454,-121.92063,"ottr","targeted",20,"0.4479166666666667",4.4,"2.0","ottrpt_2025-08-22_t2",30,"NA",300,35,"37.0",31.6,9.631209997,"ottrpt_2025-08-22_t2_k","ottrpt_2025-08-22_t2_b","Zulie did relief",NA,"ottrpt_2025-08-22_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
135,"Elahi","Malone","2025-08-22","ottrpt",36.63454,-121.92063,"ottr","targeted",20,"0.4583333333333333",4.5,"3.0","ottrpt_2025-08-22_t3",30,"NA",300,28,"32.0",25.5,7.772020725,"ottrpt_2025-08-22_t3_k","ottrpt_2025-08-22_t3_b","Zulie did relief",NA,"ottrpt_2025-08-22_t3","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
136,"Elahi","Malone","2025-08-22","char92",36.617187,-121.895926,"char","random",15,"0.5208333333333334",4.3,"1.0","char92_2025-08-22_t1",30,"NA",300,29,"32.0",26.2,7.985370314,"char92_2025-08-22_t1_k","char92_2025-08-22_t1_b","Zulie did relief",NA,"char92_2025-08-22_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Chart House"
137,"Elahi","Donahue","2025-08-26","ottr56",36.63225,-121.918461,"ottr","random",25,"0.4284722222222222",3.3,"1.0","ottr56_2025-08-26_t1",30,"NA",330,47,"49.0",44.7,13.62389515,"ottr56_2025-08-26_t1_k","ottr56_2025-08-26_t1_b","Gwen did relief",NA,"ottr56_2025-08-26_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
138,"Elahi","Donahue","2025-08-26","ottr56",36.63225,-121.918461,"ottr","random",25,"0.45",3.8,"2.0","ottr56_2025-08-26_t2",30,"NA",330,39,"38.0",34.7,10.57604389,"ottr56_2025-08-26_t2_k","ottr56_2025-08-26_t2_b","Gwen did relief",NA,"ottr56_2025-08-26_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
139,"Elahi","Donahue","2025-08-26","ottr59",36.631522,-121.919724,"ottr","random",25,"0.4986111111111111",4.6,"1.0","ottr59_2025-08-26_t1",30,"NA",330,35,"37.0",31.4,9.570252972,"ottr59_2025-08-26_t1_k","ottr59_2025-08-26_t1_b","Gwen did relief",NA,"ottr59_2025-08-26_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
140,"Elahi","Donahue","2025-08-26","ottr59",36.631522,-121.919724,"ottr","random",25,"0.5118055555555555",4.7,"2.0","ottr59_2025-08-26_t2",30,"NA",360,20,"25.0",17.8,5.425175251,"ottr59_2025-08-26_t2_k","ottr59_2025-08-26_t2_b","Gwen did relief",NA,"ottr59_2025-08-26_t2","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Otter Point"
141,"Elahi","McNabb","2025-08-29","asil30",36.639118,-121.928298,"asil","random",12,"0.44722222222222224",3.4,"1.0","asil30_2025-08-29_t1",30,"NA",300,41,"40.0",37.1,11.30752819,"asil30_2025-08-29_t1_k","asil30_2025-08-29_t1_b","Isabelle did relief",NA,"asil30_2025-08-29_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Asilomar Avenue"
142,"Elahi","McNabb","2025-08-29","palm10",36.628622,-121.918064,"palm","random",12,"0.49027777777777776",3.9,"1.0","palm10_2025-08-29_t1",30,"NA",310,22,"29.0",21.6,6.583358732,"palm10_2025-08-29_t1_k","palm10_2025-08-29_t1_b","Isabelle did relief",NA,"palm10_2025-08-29_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Sea Palm Avenue"
143,"Elahi","McNabb","2025-08-29","love65",36.627675,-121.915058,"love","random",10,"0.5277777777777778",4.3,"1.0","love65_2025-08-29_t1",30,"NA",270,22,"32.0",22.7,6.918622371,"love65_2025-08-29_t1_k","love65_2025-08-29_t1_b","Isabelle did relief",NA,"love65_2025-08-29_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Lovers Point"
144,"Elahi","Donahue","2025-09-05","mont10",36.623835,-121.90914,"mont","random",30,"0.3854166666666667",4,"1.0","mont10_2025-09-05_t1",30,"NA",300,39,"35.0",33,10.05790917,"mont10_2025-09-05_t1_k","mont10_2025-09-05_t1_b","Gwen did relief",NA,"mont10_2025-09-05_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Monterey Avenue"
145,"Elahi","Donahue","2025-09-05","davi85",36.619801,-121.899781,"davi","random",15,"0.43333333333333335",4.2,"1.0","davi85_2025-09-05_t1",30,"NA",300,23,"25.0",19.8,6.034745504,"davi85_2025-09-05_t1_k","davi85_2025-09-05_t1_b","Gwen did relief",NA,"davi85_2025-09-05_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","David Avenue"
146,"Elahi","Donahue","2025-09-05","char06",36.612894,-121.895674,"char","random",15,"0.475",4.1,"1.0","char06_2025-09-05_t1",30,"NA",120,20,"28.0",19.9,6.065224017,"char06_2025-09-05_t1_k","char06_2025-09-05_t1_b","Gwen did relief",NA,"char06_2025-09-05_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Chart House"
147,"Elahi","Johnson","2025-09-11","bird_rock",36.622412,-121.902513,"cabr","targeted",30,"0.4083333333333333",3.6,"1.0","bird_rock_2025-09-11_t1",30,"NA",300,34,"28.0",27.4,8.351112466,"bird_rock_2025-09-11_t1_k","bird_rock_2025-09-11_t1_b","Will did relief","white metaprobes","bird_rock_2025-09-11_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
148,"Elahi","Johnson","2025-09-11","hms110",36.621142,-121.901658,"cabr","targeted",30,"0.4361111111111111",4.2,"1.0","hms110_2025-09-11_t1",30,"NA",150,29,"26.0",23.3,7.101493447,"hms110_2025-09-11_t1_k","hms110_2025-09-11_t1_b","Will did relief","black metaprobes","hms110_2025-09-11_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
149,"Elahi","Rice","2025-09-12","hms100d",36.621142,-121.901658,"cabr","targeted",30,"0.40208333333333335",3.2,"1.0","hms100d_2025-09-12_t1",30,"NA",0,33,"32.0",29.3,8.930204206,"hms100d_2025-09-12_t1_k","hms100d_2025-09-12_t1_b","Caroline did relief",NA,"hms100d_2025-09-12_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
150,"Elahi","Rice","2025-09-12","hms100",36.621142,-121.901658,"cabr","targeted",30,"0.41875",3.5,"1.0","hms100_2025-09-12_t1",30,"NA",330,26,"24.0",21.5,6.552880219,"hms100_2025-09-12_t1_k","hms100_2025-09-12_t1_b","Caroline did relief",NA,"hms100_2025-09-12_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
151,"Elahi","Rice","2025-09-12","hms100s",36.621142,-121.901658,"cabr","targeted",15,"0.42916666666666664",3.7,"1.0","hms100s_2025-09-12_t1",30,"NA",340,17,"20.0",14.8,4.510819872,"hms100s_2025-09-12_t1_k","hms100s_2025-09-12_t1_b","Caroline did relief",NA,"hms100s_2025-09-12_t1","NA",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"TBD","Cabrillo Point"
